Key,Serial,Date_Time,Temperature_C,Light_Lux,Date,Year,Month,Day,Hour,Minute,AMPM,Time.Decimal
125,20685432,11/25/22 2:00,8.68,0,11/25/22,2022,11,25,2,0,AM,2
126,20685432,11/25/22 2:30,8.779,0,11/25/22,2022,11,25,2,30,AM,2.5
127,20685432,11/25/22 3:00,8.481,0,11/25/22,2022,11,25,3,0,AM,3
128,20685432,11/25/22 3:30,7.582,0,11/25/22,2022,11,25,3,30,AM,3.5
129,20685432,11/25/22 4:00,6.573,0,11/25/22,2022,11,25,4,0,AM,4
130,20685432,11/25/22 4:30,4.934,0,11/25/22,2022,11,25,4,30,AM,4.5
131,20685432,11/25/22 5:00,4.727,0,11/25/22,2022,11,25,5,0,AM,5
132,20685432,11/25/22 5:30,4.934,0,11/25/22,2022,11,25,5,30,AM,5.5
133,20685432,11/25/22 6:00,5.141,0,11/25/22,2022,11,25,6,0,AM,6
134,20685432,11/25/22 6:30,5.244,0,11/25/22,2022,11,25,6,30,AM,6.5
135,20685432,11/25/22 7:00,4.831,0,11/25/22,2022,11,25,7,0,AM,7
136,20685432,11/25/22 7:30,5.552,0,11/25/22,2022,11,25,7,30,AM,7.5
137,20685432,11/25/22 8:00,6.37,53.8,11/25/22,2022,11,25,8,0,AM,8
138,20685432,11/25/22 8:30,6.978,215.3,11/25/22,2022,11,25,8,30,AM,8.5
139,20685432,11/25/22 9:00,7.882,527.4,11/25/22,2022,11,25,9,0,AM,9
140,20685432,11/25/22 9:30,8.581,473.6,11/25/22,2022,11,25,9,30,AM,9.5
141,20685432,11/25/22 10:00,8.581,236.8,11/25/22,2022,11,25,10,0,AM,10
142,20685432,11/25/22 10:30,9.077,183,11/25/22,2022,11,25,10,30,AM,10.5
143,20685432,11/25/22 11:00,9.571,1248.6,11/25/22,2022,11,25,11,0,AM,11
144,20685432,11/25/22 11:30,9.373,1237.9,11/25/22,2022,11,25,11,30,AM,11.5
145,20685432,11/25/22 12:00,9.373,1463.9,11/25/22,2022,11,25,12,0,PM,24
146,20685432,11/25/22 12:30,9.373,1097.9,11/25/22,2022,11,25,12,30,PM,24.5
147,20685432,11/25/22 13:00,9.472,1463.9,11/25/22,2022,11,25,1,0,PM,13
148,20685432,11/25/22 13:30,10.455,2755.6,11/25/22,2022,11,25,1,30,PM,13.5
149,20685432,11/25/22 14:00,9.965,1141,11/25/22,2022,11,25,2,0,PM,14
150,20685432,11/25/22 14:30,9.768,904.2,11/25/22,2022,11,25,2,30,PM,14.5
151,20685432,11/25/22 15:00,9.571,215.3,11/25/22,2022,11,25,3,0,PM,15
152,20685432,11/25/22 15:30,9.077,645.8,11/25/22,2022,11,25,3,30,PM,15.5
153,20685432,11/25/22 16:00,8.581,193.8,11/25/22,2022,11,25,4,0,PM,16
154,20685432,11/25/22 16:30,7.983,64.6,11/25/22,2022,11,25,4,30,PM,16.5
155,20685432,11/25/22 17:00,7.179,0,11/25/22,2022,11,25,5,0,PM,17
156,20685432,11/25/22 17:30,6.877,0,11/25/22,2022,11,25,5,30,PM,17.5
157,20685432,11/25/22 18:00,6.775,0,11/25/22,2022,11,25,6,0,PM,18
158,20685432,11/25/22 18:30,6.775,0,11/25/22,2022,11,25,6,30,PM,18.5
159,20685432,11/25/22 19:00,6.775,0,11/25/22,2022,11,25,7,0,PM,19
160,20685432,11/25/22 19:30,6.37,0,11/25/22,2022,11,25,7,30,PM,19.5
161,20685432,11/25/22 20:00,6.064,0,11/25/22,2022,11,25,8,0,PM,20
162,20685432,11/25/22 20:30,5.86,0,11/25/22,2022,11,25,8,30,PM,20.5
163,20685432,11/25/22 21:00,5.655,0,11/25/22,2022,11,25,9,0,PM,21
164,20685432,11/25/22 21:30,5.45,0,11/25/22,2022,11,25,9,30,PM,21.5
165,20685432,11/25/22 22:00,5.552,0,11/25/22,2022,11,25,10,0,PM,22
166,20685432,11/25/22 22:30,5.45,0,11/25/22,2022,11,25,10,30,PM,22.5
167,20685432,11/25/22 23:00,5.552,0,11/25/22,2022,11,25,11,0,PM,23
168,20685432,11/25/22 23:30,5.244,0,11/25/22,2022,11,25,11,30,PM,23.5
169,20685432,11/26/22 0:00,5.244,0,11/26/22,2022,11,26,12,0,AM,12
170,20685432,11/26/22 0:30,4.934,0,11/26/22,2022,11,26,12,30,AM,12.5
171,20685432,11/26/22 1:00,4.311,0,11/26/22,2022,11,26,1,0,AM,1
172,20685432,11/26/22 1:30,3.998,0,11/26/22,2022,11,26,1,30,AM,1.5
173,20685432,11/26/22 2:00,3.367,0,11/26/22,2022,11,26,2,0,AM,2
174,20685432,11/26/22 2:30,3.261,0,11/26/22,2022,11,26,2,30,AM,2.5
175,20685432,11/26/22 3:00,3.155,0,11/26/22,2022,11,26,3,0,AM,3
176,20685432,11/26/22 3:30,3.155,0,11/26/22,2022,11,26,3,30,AM,3.5
177,20685432,11/26/22 4:00,2.943,0,11/26/22,2022,11,26,4,0,AM,4
178,20685432,11/26/22 4:30,2.943,0,11/26/22,2022,11,26,4,30,AM,4.5
179,20685432,11/26/22 5:00,2.517,0,11/26/22,2022,11,26,5,0,AM,5
180,20685432,11/26/22 5:30,1.872,0,11/26/22,2022,11,26,5,30,AM,5.5
181,20685432,11/26/22 6:00,1.656,0,11/26/22,2022,11,26,6,0,AM,6
182,20685432,11/26/22 6:30,1.439,0,11/26/22,2022,11,26,6,30,AM,6.5
183,20685432,11/26/22 7:00,1.33,10.8,11/26/22,2022,11,26,7,0,AM,7
184,20685432,11/26/22 7:30,1.656,107.6,11/26/22,2022,11,26,7,30,AM,7.5
185,20685432,11/26/22 8:00,3.261,527.4,11/26/22,2022,11,26,8,0,AM,8
186,20685432,11/26/22 8:30,4.415,2238.9,11/26/22,2022,11,26,8,30,AM,8.5
187,20685432,11/26/22 9:00,7.682,4994.5,11/26/22,2022,11,26,9,0,AM,9
188,20685432,11/26/22 9:30,7.381,5166.7,11/26/22,2022,11,26,9,30,AM,9.5
189,20685432,11/26/22 10:00,8.182,5338.9,11/26/22,2022,11,26,10,0,AM,10
190,20685432,11/26/22 10:30,9.275,3788.9,11/26/22,2022,11,26,10,30,AM,10.5
191,20685432,11/26/22 11:00,10.651,5166.7,11/26/22,2022,11,26,11,0,AM,11
192,20685432,11/26/22 11:30,11.625,3788.9,11/26/22,2022,11,26,11,30,AM,11.5
193,20685432,11/26/22 12:00,11.916,2497.2,11/26/22,2022,11,26,12,0,PM,24
194,20685432,11/26/22 12:30,11.916,1980.6,11/26/22,2022,11,26,12,30,PM,24.5
195,20685432,11/26/22 13:00,12.304,1550,11/26/22,2022,11,26,1,0,PM,13
196,20685432,11/26/22 13:30,12.69,1356.3,11/26/22,2022,11,26,1,30,PM,13.5
197,20685432,11/26/22 14:00,12.69,1001,11/26/22,2022,11,26,2,0,PM,14
198,20685432,11/26/22 14:30,12.883,721.2,11/26/22,2022,11,26,2,30,PM,14.5
199,20685432,11/26/22 15:00,12.883,452.1,11/26/22,2022,11,26,3,0,PM,15
200,20685432,11/26/22 15:30,12.497,301.4,11/26/22,2022,11,26,3,30,PM,15.5
201,20685432,11/26/22 16:00,12.013,161.5,11/26/22,2022,11,26,4,0,PM,16
202,20685432,11/26/22 16:30,11.334,32.3,11/26/22,2022,11,26,4,30,PM,16.5
203,20685432,11/26/22 17:00,9.866,0,11/26/22,2022,11,26,5,0,PM,17
204,20685432,11/26/22 17:30,9.373,0,11/26/22,2022,11,26,5,30,PM,17.5
205,20685432,11/26/22 18:00,8.779,0,11/26/22,2022,11,26,6,0,PM,18
206,20685432,11/26/22 18:30,8.082,0,11/26/22,2022,11,26,6,30,PM,18.5
207,20685432,11/26/22 19:00,7.582,0,11/26/22,2022,11,26,7,0,PM,19
208,20685432,11/26/22 19:30,7.682,0,11/26/22,2022,11,26,7,30,PM,19.5
209,20685432,11/26/22 20:00,7.179,0,11/26/22,2022,11,26,8,0,PM,20
210,20685432,11/26/22 20:30,7.582,0,11/26/22,2022,11,26,8,30,PM,20.5
211,20685432,11/26/22 21:00,7.582,0,11/26/22,2022,11,26,9,0,PM,21
212,20685432,11/26/22 21:30,6.877,0,11/26/22,2022,11,26,9,30,PM,21.5
213,20685432,11/26/22 22:00,5.757,0,11/26/22,2022,11,26,10,0,PM,22
214,20685432,11/26/22 22:30,5.037,0,11/26/22,2022,11,26,10,30,PM,22.5
215,20685432,11/26/22 23:00,5.037,0,11/26/22,2022,11,26,11,0,PM,23
216,20685432,11/26/22 23:30,4.727,0,11/26/22,2022,11,26,11,30,PM,23.5
217,20685432,11/27/22 0:00,4.519,0,11/27/22,2022,11,27,12,0,AM,12
218,20685432,11/27/22 0:30,4.519,0,11/27/22,2022,11,27,12,30,AM,12.5
219,20685432,11/27/22 1:00,4.727,0,11/27/22,2022,11,27,1,0,AM,1
220,20685432,11/27/22 1:30,4.311,0,11/27/22,2022,11,27,1,30,AM,1.5
221,20685432,11/27/22 2:00,4.727,0,11/27/22,2022,11,27,2,0,AM,2
222,20685432,11/27/22 2:30,4.519,0,11/27/22,2022,11,27,2,30,AM,2.5
223,20685432,11/27/22 3:00,4.415,0,11/27/22,2022,11,27,3,0,AM,3
224,20685432,11/27/22 3:30,4.415,0,11/27/22,2022,11,27,3,30,AM,3.5
225,20685432,11/27/22 4:00,4.311,0,11/27/22,2022,11,27,4,0,AM,4
226,20685432,11/27/22 4:30,4.519,0,11/27/22,2022,11,27,4,30,AM,4.5
227,20685432,11/27/22 5:00,4.311,0,11/27/22,2022,11,27,5,0,AM,5
228,20685432,11/27/22 5:30,4.415,0,11/27/22,2022,11,27,5,30,AM,5.5
229,20685432,11/27/22 6:00,4.519,0,11/27/22,2022,11,27,6,0,AM,6
230,20685432,11/27/22 6:30,4.207,0,11/27/22,2022,11,27,6,30,AM,6.5
231,20685432,11/27/22 7:00,4.311,0,11/27/22,2022,11,27,7,0,AM,7
232,20685432,11/27/22 7:30,4.519,10.8,11/27/22,2022,11,27,7,30,AM,7.5
233,20685432,11/27/22 8:00,4.311,96.9,11/27/22,2022,11,27,8,0,AM,8
234,20685432,11/27/22 8:30,3.788,398.3,11/27/22,2022,11,27,8,30,AM,8.5
235,20685432,11/27/22 9:00,4.311,538.2,11/27/22,2022,11,27,9,0,AM,9
236,20685432,11/27/22 9:30,5.86,1808.3,11/27/22,2022,11,27,9,30,AM,9.5
237,20685432,11/27/22 10:00,7.481,409,11/27/22,2022,11,27,10,0,AM,10
238,20685432,11/27/22 10:30,6.471,667.4,11/27/22,2022,11,27,10,30,AM,10.5
239,20685432,11/27/22 11:00,6.471,226,11/27/22,2022,11,27,11,0,AM,11
240,20685432,11/27/22 11:30,6.064,215.3,11/27/22,2022,11,27,11,30,AM,11.5
241,20685432,11/27/22 12:00,6.471,538.2,11/27/22,2022,11,27,12,0,PM,24
242,20685432,11/27/22 12:30,6.573,1097.9,11/27/22,2022,11,27,12,30,PM,24.5
243,20685432,11/27/22 13:00,7.179,559.7,11/27/22,2022,11,27,1,0,PM,13
244,20685432,11/27/22 13:30,7.782,96.9,11/27/22,2022,11,27,1,30,PM,13.5
245,20685432,11/27/22 14:00,7.079,419.8,11/27/22,2022,11,27,2,0,PM,14
246,20685432,11/27/22 14:30,6.674,279.9,11/27/22,2022,11,27,2,30,PM,14.5
247,20685432,11/27/22 15:00,7.079,387.5,11/27/22,2022,11,27,3,0,PM,15
248,20685432,11/27/22 15:30,7.179,150.7,11/27/22,2022,11,27,3,30,PM,15.5
249,20685432,11/27/22 16:00,6.775,32.3,11/27/22,2022,11,27,4,0,PM,16
250,20685432,11/27/22 16:30,6.166,0,11/27/22,2022,11,27,4,30,PM,16.5
251,20685432,11/27/22 17:00,6.877,0,11/27/22,2022,11,27,5,0,PM,17
252,20685432,11/27/22 17:30,7.179,0,11/27/22,2022,11,27,5,30,PM,17.5
253,20685432,11/27/22 18:00,7.28,0,11/27/22,2022,11,27,6,0,PM,18
254,20685432,11/27/22 18:30,7.381,0,11/27/22,2022,11,27,6,30,PM,18.5
255,20685432,11/27/22 19:00,7.381,0,11/27/22,2022,11,27,7,0,PM,19
256,20685432,11/27/22 19:30,7.582,0,11/27/22,2022,11,27,7,30,PM,19.5
257,20685432,11/27/22 20:00,7.882,0,11/27/22,2022,11,27,8,0,PM,20
258,20685432,11/27/22 20:30,8.282,0,11/27/22,2022,11,27,8,30,PM,20.5
259,20685432,11/27/22 21:00,9.176,0,11/27/22,2022,11,27,9,0,PM,21
260,20685432,11/27/22 21:30,9.472,0,11/27/22,2022,11,27,9,30,PM,21.5
261,20685432,11/27/22 22:00,9.866,0,11/27/22,2022,11,27,10,0,PM,22
262,20685432,11/27/22 22:30,10.161,0,11/27/22,2022,11,27,10,30,PM,22.5
263,20685432,11/27/22 23:00,10.357,0,11/27/22,2022,11,27,11,0,PM,23
264,20685432,11/27/22 23:30,10.455,0,11/27/22,2022,11,27,11,30,PM,23.5
265,20685432,11/28/22 0:00,10.748,0,11/28/22,2022,11,28,12,0,AM,12
266,20685432,11/28/22 0:30,10.846,0,11/28/22,2022,11,28,12,30,AM,12.5
267,20685432,11/28/22 1:00,10.455,0,11/28/22,2022,11,28,1,0,AM,1
268,20685432,11/28/22 1:30,10.161,0,11/28/22,2022,11,28,1,30,AM,1.5
269,20685432,11/28/22 2:00,10.553,0,11/28/22,2022,11,28,2,0,AM,2
270,20685432,11/28/22 2:30,10.553,0,11/28/22,2022,11,28,2,30,AM,2.5
271,20685432,11/28/22 3:00,9.472,0,11/28/22,2022,11,28,3,0,AM,3
272,20685432,11/28/22 3:30,9.077,0,11/28/22,2022,11,28,3,30,AM,3.5
273,20685432,11/28/22 4:00,8.282,0,11/28/22,2022,11,28,4,0,AM,4
274,20685432,11/28/22 4:30,7.582,0,11/28/22,2022,11,28,4,30,AM,4.5
275,20685432,11/28/22 5:00,7.179,0,11/28/22,2022,11,28,5,0,AM,5
276,20685432,11/28/22 5:30,6.877,0,11/28/22,2022,11,28,5,30,AM,5.5
277,20685432,11/28/22 6:00,6.064,0,11/28/22,2022,11,28,6,0,AM,6
278,20685432,11/28/22 6:30,5.86,0,11/28/22,2022,11,28,6,30,AM,6.5
279,20685432,11/28/22 7:00,5.962,0,11/28/22,2022,11,28,7,0,AM,7
280,20685432,11/28/22 7:30,6.064,10.8,11/28/22,2022,11,28,7,30,AM,7.5
281,20685432,11/28/22 8:00,6.166,118.4,11/28/22,2022,11,28,8,0,AM,8
282,20685432,11/28/22 8:30,6.166,226,11/28/22,2022,11,28,8,30,AM,8.5
283,20685432,11/28/22 9:00,6.37,333.7,11/28/22,2022,11,28,9,0,AM,9
284,20685432,11/28/22 9:30,6.37,592,11/28/22,2022,11,28,9,30,AM,9.5
285,20685432,11/28/22 10:00,6.674,484.4,11/28/22,2022,11,28,10,0,AM,10
286,20685432,11/28/22 10:30,6.978,882.6,11/28/22,2022,11,28,10,30,AM,10.5
287,20685432,11/28/22 11:00,7.179,1065.6,11/28/22,2022,11,28,11,0,AM,11
288,20685432,11/28/22 11:30,6.978,1001,11/28/22,2022,11,28,11,30,AM,11.5
289,20685432,11/28/22 12:00,7.682,699.7,11/28/22,2022,11,28,12,0,PM,24
290,20685432,11/28/22 12:30,7.079,602.8,11/28/22,2022,11,28,12,30,PM,24.5
291,20685432,11/28/22 13:00,7.179,441.3,11/28/22,2022,11,28,1,0,PM,13
292,20685432,11/28/22 13:30,7.28,581.3,11/28/22,2022,11,28,1,30,PM,13.5
293,20685432,11/28/22 14:00,7.882,1722.2,11/28/22,2022,11,28,2,0,PM,14
294,20685432,11/28/22 14:30,7.983,1291.7,11/28/22,2022,11,28,2,30,PM,14.5
295,20685432,11/28/22 15:00,7.983,419.8,11/28/22,2022,11,28,3,0,PM,15
296,20685432,11/28/22 15:30,7.582,430.6,11/28/22,2022,11,28,3,30,PM,15.5
297,20685432,11/28/22 16:00,7.582,839.6,11/28/22,2022,11,28,4,0,PM,16
298,20685432,11/28/22 16:30,7.28,193.8,11/28/22,2022,11,28,4,30,PM,16.5
299,20685432,11/28/22 17:00,6.775,0,11/28/22,2022,11,28,5,0,PM,17
300,20685432,11/28/22 17:30,6.471,0,11/28/22,2022,11,28,5,30,PM,17.5
301,20685432,11/28/22 18:00,6.37,0,11/28/22,2022,11,28,6,0,PM,18
302,20685432,11/28/22 18:30,5.757,0,11/28/22,2022,11,28,6,30,PM,18.5
